TransactionId,UserId,VisitYear,VisitMonth,VisitModeId,AttractionId,Rating
222,396,2010,1,3,947,4.1
223,532,2016,3,4,749,3.2
224,261,2020,5,1,748,3.6
225,805,2020,3,2,824,2.3
226,934,2024,12,1,841,1.6
227,256,2021,9,1,888,1.1
228,734,2017,9,5,920,4.3
229,905,2015,3,4,920,3.5
230,226,2013,3,5,1278,1.9
231,53,2023,12,4,650,2.7
232,940,2015,5,1,650,4.2
233,867,2012,2,1,1166,3.2
234,500,2021,6,4,369,2.2
235,506,2017,7,1,1225,2.1
236,854,2019,9,1,888,1.9
237,364,2023,6,2,1220,4.3
238,280,2022,3,5,481,3.3
239,593,2022,12,5,920,3.8
240,714,2011,5,5,937,4.4
241,158,2014,4,3,748,4.9
242,632,2010,5,2,737,2.0
243,59,2015,8,5,888,1.7
244,727,2011,8,5,949,2.8
245,128,2013,6,2,369,1.1
246,736,2015,1,1,1278,4.2
247,721,2019,8,5,1133,4.5
248,882,2020,8,1,1225,3.7
249,115,2017,2,5,913,2.1
250,209,2021,4,4,650,1.5
251,526,2017,12,3,673,2.5
252,521,2020,2,5,369,4.3
253,552,2015,4,4,369,2.4
254,962,2013,12,2,1133,1.1
255,237,2017,10,4,737,2.1
256,281,2022,7,2,673,5.0
257,359,2017,9,5,481,3.7
258,201,2019,8,2,1220,4.6
259,758,2023,12,4,1133,4.1
260,278,2010,9,3,1238,3.2
261,235,2025,8,1,1238,1.6
262,494,2013,2,1,673,2.4
263,4,2013,7,3,1225,3.3
264,666,2016,2,1,824,4.5
265,442,2025,12,5,949,2.1
266,29,2023,11,5,1133,1.5
267,109,2023,2,4,920,3.2
268,610,2020,4,4,897,1.7
269,727,2016,1,2,888,3.4
270,805,2025,5,4,673,2.1
271,75,2022,6,5,481,1.9
272,838,2020,9,4,1238,2.6
273,146,2024,10,1,650,3.4
274,128,2017,8,2,1238,3.2
275,853,2025,2,2,1238,2.0
276,42,2020,1,5,947,4.6
277,356,2014,2,4,1133,1.4
278,41,2016,7,1,841,1.2
279,934,2017,4,4,897,3.4
280,34,2025,10,3,888,1.5
281,17,2024,5,4,481,3.0
282,677,2018,12,5,1225,4.8
283,153,2012,7,4,920,3.8
284,998,2012,3,2,913,3.5
285,378,2013,10,1,1220,3.3
286,588,2014,2,5,841,1.7
287,599,2019,7,3,1137,2.7
288,629,2010,5,1,749,2.4
289,874,2024,1,1,1220,4.8
290,342,2024,1,2,920,2.0
291,981,2016,9,2,897,2.9
292,27,2018,5,2,749,4.8
293,825,2017,1,5,1133,4.2
294,287,2024,7,4,1133,4.9
295,646,2024,9,1,1137,3.4
296,731,2014,11,4,913,2.3
297,168,2023,1,4,369,4.3
298,610,2023,10,2,897,2.2
299,268,2013,4,4,1238,1.7
300,749,2021,3,1,749,3.8
301,821,2016,5,1,947,3.6
302,455,2014,7,3,1137,4.5
303,906,2016,8,5,1297,4.8
304,685,2021,2,4,1297,4.4
305,401,2010,7,5,824,1.2
306,922,2010,1,5,897,3.7
307,981,2025,7,5,640,4.1
308,476,2019,8,5,947,4.9
309,702,2023,2,1,841,2.5
310,634,2022,9,4,673,1.7
311,558,2012,1,3,1238,4.4
312,576,2023,6,5,1220,2.3
313,130,2020,1,3,737,3.4
314,822,2011,3,1,1297,2.6
315,363,2011,11,1,749,2.6
316,705,2016,6,2,1171,3.9
317,819,2021,3,5,748,2.4
318,693,2019,8,2,1133,3.8
319,292,2011,5,3,947,1.1
320,371,2020,2,4,913,2.3
321,794,2013,4,2,920,2.3
322,29,2011,9,1,841,4.0
323,149,2015,4,5,1225,2.3
324,779,2017,10,3,1133,3.5
325,296,2019,10,1,888,3.8
326,11,2025,8,4,748,3.6
327,512,2013,5,5,1278,3.4
328,676,2024,11,4,1278,2.7
329,113,2014,11,4,748,2.5
330,187,2013,10,5,877,3.3
331,807,2012,1,5,897,1.3
332,744,2014,7,4,920,4.5
333,227,2023,3,3,947,4.3
334,310,2018,10,5,748,2.4
335,98,2017,8,1,737,3.3
336,55,2017,12,2,1166,4.7
337,623,2017,3,3,877,2.1
338,664,2021,1,5,749,4.0
339,758,2017,5,5,975,1.3
340,406,2016,2,3,369,3.1
341,69,2017,11,2,749,4.5
342,312,2020,4,4,749,3.2
343,289,2023,1,1,949,3.5
344,762,2025,9,5,640,4.6
345,548,2017,6,2,673,3.9
346,751,2022,8,1,1297,3.8
347,148,2023,11,3,640,3.3
348,467,2017,4,5,920,3.5
349,739,2021,9,4,913,4.2
350,244,2019,2,3,1133,4.9
351,491,2016,9,5,920,4.2
352,849,2021,12,2,1171,3.8
353,958,2010,5,1,937,1.5
354,507,2013,6,1,947,4.3
355,365,2022,3,5,481,3.9
356,482,2022,4,3,888,4.1
357,201,2025,6,4,928,1.9
358,154,2013,7,2,650,4.6
359,450,2014,1,5,1220,1.4
360,501,2019,7,2,481,2.0
361,73,2015,1,1,1278,3.7
362,713,2013,5,4,913,3.7
363,296,2024,6,2,877,2.3
364,17,2011,2,5,897,3.8
365,641,2025,10,4,1278,2.6
366,217,2015,9,3,1220,1.0
367,61,2024,10,5,748,1.7
368,939,2017,6,2,841,4.5
369,616,2024,7,4,1171,1.9
370,42,2017,10,5,369,1.5
371,25,2016,8,4,1280,3.7
372,39,2015,11,4,1133,2.8
373,803,2011,10,4,1220,4.2
374,131,2024,1,2,1278,4.4
375,498,2016,8,5,650,4.4
376,229,2020,4,1,947,2.3
377,108,2021,10,1,737,3.0
378,172,2023,8,2,481,3.6
379,435,2025,6,2,640,2.3
380,478,2023,11,4,913,1.2
381,102,2014,9,5,749,3.0
382,866,2025,11,5,928,1.1
383,524,2015,4,3,949,4.8
384,275,2019,2,3,947,4.2
385,613,2017,2,1,737,1.8
386,44,2025,5,3,913,2.2
387,955,2023,10,3,640,4.9
388,817,2017,9,1,928,2.5
389,957,2012,12,1,369,4.1
390,17,2021,3,3,888,2.8
391,330,2025,8,5,1297,4.5
392,569,2021,4,3,913,3.8
393,823,2023,6,4,949,1.1
394,497,2016,10,4,1137,2.2
395,815,2010,6,4,949,3.2
396,12,2010,3,2,824,4.7
397,318,2016,5,4,748,1.4
398,592,2024,12,5,913,3.4
399,216,2024,3,2,673,2.2
400,339,2019,11,2,947,4.6
401,776,2018,11,4,824,4.1
402,991,2016,1,3,1133,2.5
403,661,2019,7,1,748,1.7
404,81,2014,4,3,824,1.0
405,727,2017,7,3,650,3.5
406,485,2011,3,2,1220,2.6
407,374,2018,12,2,937,2.3
408,976,2015,11,2,888,4.9
409,710,2022,5,5,737,2.9
410,200,2018,5,5,947,4.0
411,537,2025,2,1,749,1.7
412,466,2011,11,2,1133,1.1
413,89,2012,10,4,920,2.7
414,268,2021,12,2,640,3.7
415,655,2017,2,5,481,3.0
416,571,2010,4,2,1171,4.6
417,922,2024,4,5,1166,2.7
418,489,2019,4,2,824,2.2
419,877,2024,6,4,749,4.7
420,538,2024,2,1,1238,2.6
421,47,2024,6,4,650,2.1
422,288,2016,7,5,481,1.4
423,778,2016,11,3,913,4.2
424,16,2022,10,4,1280,4.3
425,711,2010,3,2,481,1.1
426,401,2025,11,1,481,2.4
427,919,2018,12,2,1297,4.0
428,794,2017,8,2,1238,4.8
429,981,2013,2,4,1278,2.5
430,86,2019,11,1,1137,4.5
431,250,2020,8,3,748,2.6
432,391,2014,11,2,888,1.7
433,782,2011,5,1,737,1.0
434,335,2022,2,3,947,2.3
435,629,2025,7,2,650,2.5
436,519,2018,2,1,949,4.8
437,137,2024,6,4,1238,1.8
438,883,2021,10,2,897,2.5
439,688,2021,3,2,975,1.1
440,840,2015,9,1,1133,4.1
441,498,2012,3,2,1166,4.7
442,827,2021,11,3,1297,2.0
443,727,2016,12,2,1220,2.7
444,477,2018,12,5,1238,1.5
445,594,2012,3,3,481,2.8
446,223,2025,5,1,749,1.5
447,990,2011,7,3,949,3.1
448,372,2025,8,5,824,3.9
449,935,2016,12,5,1225,3.2
450,995,2016,11,2,1278,2.0
451,402,2013,7,2,650,2.4
452,443,2020,9,4,928,3.6
453,490,2018,5,3,949,3.4
454,615,2025,10,4,841,1.5
455,273,2023,11,5,737,4.4
456,526,2017,3,2,928,2.9
457,159,2022,6,2,841,1.6
458,152,2022,5,2,897,1.5
459,995,2010,12,1,824,4.9
460,620,2010,4,5,748,2.1
461,188,2014,12,2,650,4.6
462,813,2015,2,5,949,2.6
463,98,2012,7,2,1225,2.5
464,131,2022,5,3,650,3.8
465,805,2018,4,5,949,1.0
466,171,2021,12,4,1278,2.4
467,936,2019,8,1,949,2.2
468,986,2023,9,4,888,4.5
469,183,2024,9,5,1297,3.1
470,983,2015,3,2,897,2.5
471,364,2013,3,5,1220,2.1
472,39,2021,5,1,650,3.4
473,527,2016,5,5,1220,1.6
474,888,2017,10,2,1278,2.0
475,497,2018,2,4,841,2.2
476,516,2022,1,3,1133,3.4
477,349,2025,8,4,748,2.5
478,982,2020,3,2,1297,3.0
479,921,2015,1,2,673,3.6
480,397,2024,1,1,937,4.8
481,722,2015,11,5,947,4.1
482,161,2017,2,5,877,2.6
483,16,2021,6,4,920,4.0
484,493,2014,6,3,1133,4.8
485,426,2023,3,3,1137,3.0
486,108,2012,12,1,748,2.6
487,894,2021,4,2,947,1.3
488,450,2012,12,1,1225,4.6
489,311,2022,2,5,1220,2.0
490,739,2015,2,2,737,1.3
491,170,2011,7,1,947,3.1
492,546,2025,1,4,928,4.4
493,414,2015,7,5,481,2.6
494,251,2025,12,3,949,4.1
495,759,2022,12,1,369,4.3
496,781,2015,1,5,1220,2.8
497,141,2017,6,5,1297,3.4
498,274,2016,3,3,1225,3.1
499,416,2017,8,3,877,4.8
500,608,2023,6,3,975,3.9
501,739,2018,11,1,673,4.7
502,891,2015,2,3,928,1.9
503,39,2023,8,4,1166,2.2
504,814,2025,5,5,369,1.3
505,29,2012,8,3,949,3.0
506,958,2019,8,5,913,4.5
507,477,2012,6,2,640,2.3
508,318,2025,2,2,481,1.5
509,245,2020,8,3,1171,1.3
510,748,2021,11,5,673,2.8
511,697,2010,6,2,937,1.7
512,272,2020,6,3,1278,2.4
513,440,2024,8,5,947,4.3
514,748,2022,1,3,369,2.5
515,239,2024,2,5,920,3.4
516,377,2014,12,2,1137,3.0
517,266,2023,12,3,824,3.9
518,926,2013,9,2,1238,1.6
519,921,2018,11,3,1166,4.7
520,359,2024,12,1,673,3.6
521,340,2018,8,2,1278,2.1
522,389,2024,12,2,897,1.5
523,577,2023,7,4,949,1.6
524,990,2014,7,2,1278,4.1
525,689,2019,5,5,1278,3.4
526,3,2013,2,3,1171,2.5
527,429,2016,11,1,841,2.3
528,142,2024,6,5,975,4.4
529,376,2015,10,5,1220,4.5
530,670,2013,3,5,1133,3.3
531,324,2022,4,5,913,3.1
532,146,2022,10,1,1137,4.3
533,958,2024,12,4,1133,4.0
534,293,2019,11,2,1225,2.6
535,665,2011,2,5,888,1.3
536,432,2010,2,2,877,4.1
537,705,2013,12,2,1166,1.7
538,949,2013,8,5,748,1.1
539,975,2022,8,4,937,4.4
540,585,2010,10,2,947,3.3
541,399,2015,6,3,748,4.6
542,817,2013,5,2,1171,2.9
543,889,2010,8,5,975,4.7
544,344,2010,4,1,737,2.4
545,964,2024,11,2,877,3.9
546,140,2022,4,4,888,2.2
547,187,2010,5,3,1225,1.0
548,805,2017,1,3,928,2.5
549,61,2019,1,1,949,4.0
550,997,2017,2,1,1166,1.6
551,939,2011,8,2,1238,3.0
552,380,2020,7,5,949,1.8
553,710,2022,10,4,877,1.3
554,807,2016,9,3,928,3.5
555,440,2023,5,1,1166,4.8
556,319,2017,2,4,1278,2.2
557,302,2017,7,5,1238,3.3
558,344,2020,8,3,888,4.8
559,11,2019,12,3,1238,3.6
560,62,2024,7,5,749,3.7
561,845,2020,7,3,640,1.7
562,226,2022,12,5,481,3.0
563,153,2016,5,3,1278,2.5
564,711,2014,2,2,737,2.9
565,564,2010,6,5,928,4.2
566,772,2021,4,4,975,2.8
567,571,2018,10,2,1171,1.3
568,584,2022,2,4,1280,4.6
569,660,2025,12,3,920,3.2
570,861,2016,9,4,913,4.7
571,575,2011,7,2,481,3.3
572,310,2015,6,5,975,1.3
573,885,2011,12,1,947,3.2
574,243,2024,5,4,913,3.3
575,493,2010,3,1,947,1.9
576,366,2023,12,4,481,2.9
577,330,2016,10,4,369,2.8
578,107,2022,10,5,975,3.5
579,226,2025,4,3,481,2.0
580,825,2011,3,2,824,3.3
581,218,2022,12,2,824,2.0
582,937,2023,11,2,928,2.8
583,753,2023,8,3,877,1.5
584,506,2011,3,1,1238,1.1
585,259,2022,7,2,1166,2.3
586,888,2020,7,1,737,2.1
587,774,2014,7,3,888,2.6
588,517,2023,7,3,640,4.8
589,773,2014,2,5,1297,3.1
590,54,2025,10,2,888,3.2
591,47,2016,3,5,1297,4.8
592,727,2010,10,2,1166,4.7
593,689,2017,9,3,369,4.5
594,521,2012,3,3,824,1.4
595,99,2013,2,4,975,3.5
596,20,2024,9,4,1137,4.2
597,890,2018,10,3,737,4.3
598,753,2013,9,3,877,3.3
599,573,2019,4,1,640,1.1
600,891,2021,12,1,650,4.9
601,490,2024,9,5,1280,2.9
602,419,2014,3,4,1238,2.6
603,690,2016,7,4,841,2.6
604,850,2025,7,3,949,2.7
605,62,2013,11,3,1280,2.0
606,145,2023,8,5,737,2.3
607,216,2010,10,4,369,4.9
608,3,2018,4,1,749,2.5
609,160,2013,3,2,749,3.1
610,739,2018,3,5,1220,4.4
611,998,2015,12,2,737,3.1
612,781,2024,5,1,937,2.3
613,120,2010,11,1,949,3.1
614,893,2021,1,2,369,1.5
615,89,2012,10,5,920,1.5
616,329,2020,3,2,897,3.8
617,580,2011,6,5,1133,4.7
618,910,2025,3,5,640,3.9
619,357,2018,5,3,1297,1.3
620,610,2025,9,4,481,2.6
621,267,2024,2,4,640,1.0
622,617,2021,11,1,824,3.0
623,952,2010,2,3,1238,1.8
624,323,2022,12,4,928,4.5
625,635,2023,6,5,1171,1.4
626,988,2018,6,5,897,1.0
627,541,2018,11,2,949,2.8
628,649,2017,11,2,1238,1.6
629,195,2017,8,5,947,4.0
630,921,2020,12,5,1133,4.7
631,738,2023,11,2,888,1.2
632,332,2021,2,4,1278,2.6
633,170,2010,9,1,1280,5.0
634,521,2020,2,2,888,3.9
635,463,2017,1,4,369,4.8
636,40,2019,10,4,975,1.7
637,537,2023,2,4,749,1.9
638,261,2012,12,3,937,1.6
639,395,2020,7,3,1133,2.2
640,955,2016,8,4,1278,3.9
641,226,2020,5,5,975,1.7
642,984,2024,6,3,1137,3.1
643,124,2010,12,2,748,2.1
644,975,2010,1,3,824,4.3
645,38,2025,6,5,937,1.0
646,328,2019,12,1,1238,1.9
647,251,2022,8,3,841,3.4
648,901,2014,3,4,650,1.4
649,176,2014,11,4,1137,2.9
650,602,2017,1,4,1225,2.7
651,914,2016,11,1,748,4.4
652,454,2017,4,5,748,3.5
653,37,2015,1,2,749,3.6
654,316,2015,8,5,1297,4.8
655,688,2011,5,1,1225,4.9
656,973,2015,1,4,1171,3.6
657,796,2014,8,5,1171,3.1
658,965,2022,9,2,749,3.4
659,973,2025,10,4,928,2.5
660,593,2012,2,2,888,4.9
661,114,2015,9,3,920,3.8
662,40,2017,8,2,749,2.2
663,301,2018,7,4,1137,1.2
664,224,2010,3,3,824,1.2
665,318,2012,2,4,640,1.8
666,349,2012,7,4,1137,1.9
667,115,2020,5,3,1133,2.7
668,698,2017,6,2,928,1.9
669,323,2010,4,1,920,3.5
670,568,2014,2,1,1171,1.8
671,40,2012,9,1,650,1.8
672,866,2011,3,1,975,2.9
673,40,2024,12,5,1280,4.6
674,859,2017,7,1,928,2.9
675,973,2012,8,3,841,2.7
676,749,2016,2,1,877,3.3
677,289,2021,6,4,1225,2.0
678,262,2020,11,1,1280,2.4
679,216,2010,8,2,673,1.9
680,147,2015,7,3,877,3.3
681,336,2012,11,3,1280,3.8
682,168,2017,3,5,897,3.7
683,92,2015,1,4,920,2.0
684,353,2021,6,3,737,4.1
685,571,2011,8,2,928,2.0
686,571,2015,6,1,920,1.6
687,816,2016,5,3,877,2.4
688,681,2014,11,2,975,3.4
689,781,2012,12,1,481,1.6
690,363,2013,8,5,1278,3.6
691,557,2013,2,3,1278,4.5
692,345,2015,12,3,1297,2.2
693,693,2019,1,2,481,2.8
694,170,2010,1,4,888,1.9
695,356,2020,4,5,928,2.4
696,191,2013,6,4,949,1.1
697,667,2019,9,3,481,4.8
698,422,2022,1,4,937,2.7
699,700,2013,12,1,913,4.2
700,7,2019,1,5,1171,1.6
701,133,2025,5,4,1278,4.2
702,747,2010,10,1,928,4.4
703,557,2018,5,2,673,3.9
704,826,2013,5,4,841,4.6
705,761,2016,10,5,937,1.7
706,31,2021,6,1,897,2.9
707,535,2023,8,4,928,3.5
708,426,2012,3,2,824,3.4
709,394,2019,9,4,1171,4.4
710,672,2021,1,1,650,1.9
711,363,2012,4,4,1171,1.7
712,437,2023,9,5,1280,2.0
713,670,2017,8,3,1278,4.6
714,551,2017,10,1,1280,4.8
715,927,2020,9,1,1225,3.3
716,82,2021,1,1,928,3.0
717,356,2010,9,1,1166,3.4
718,258,2019,3,4,1238,3.5
719,718,2011,11,5,877,1.7
720,589,2025,12,2,748,3.7
721,989,2017,10,5,937,2.8
722,524,2010,9,1,1137,3.1
723,295,2024,1,4,897,1.1
724,962,2021,1,4,650,4.1
725,224,2017,9,1,913,4.3
726,525,2017,11,4,841,3.5
727,46,2025,6,1,841,4.0
728,667,2011,4,5,841,3.1
729,113,2013,7,3,1238,3.5
730,233,2015,5,4,888,2.6
731,17,2021,10,1,481,4.2
732,360,2020,7,1,1225,2.9
733,223,2018,8,4,1166,3.7
734,866,2024,8,2,824,3.5
735,700,2025,1,1,1280,3.8
736,448,2017,8,4,673,4.1
737,856,2021,6,1,749,3.1
738,365,2024,4,2,1133,4.3
739,675,2017,12,3,913,3.0
740,326,2016,8,2,748,4.8
741,467,2023,3,5,748,4.0
742,414,2022,4,4,824,1.7
743,455,2018,6,2,640,4.3
744,586,2024,11,3,913,3.2
745,233,2011,7,1,937,4.9
746,224,2012,4,4,947,3.9
747,994,2019,4,2,888,1.3
748,831,2017,7,3,1137,2.6
749,412,2023,6,2,913,3.1
750,572,2015,11,5,1225,4.4
751,335,2019,8,4,1225,3.9
752,222,2018,1,1,1278,2.5
753,37,2019,10,3,897,3.6
754,989,2013,11,2,913,3.3
755,278,2025,7,4,824,1.5
756,196,2017,12,2,949,1.9
757,916,2019,7,4,1225,2.4
758,864,2012,11,5,481,1.8
759,484,2012,7,2,877,1.6
760,242,2017,7,5,937,1.2
761,324,2014,10,3,481,4.5
762,731,2012,10,5,949,2.2
763,192,2019,8,4,748,2.2
764,17,2020,9,3,947,1.8
765,524,2025,9,2,897,2.9
766,918,2010,2,2,673,3.1
767,401,2024,7,4,947,1.8
768,906,2012,7,1,1166,3.4
769,886,2021,4,1,1225,3.9
770,705,2018,9,2,1171,2.5
771,22,2014,8,4,1171,3.3
772,474,2021,12,1,1280,3.0
773,120,2019,1,5,928,1.8
774,210,2024,2,2,920,3.9
775,306,2011,2,5,749,4.2
776,270,2016,12,4,1225,3.6
777,704,2024,12,5,920,2.3
778,687,2011,11,1,1220,4.7
779,285,2013,8,1,369,2.8
780,716,2021,1,3,1278,2.1
781,676,2016,4,2,937,2.6
782,763,2013,10,4,1297,3.8
783,227,2016,12,2,920,4.4
784,948,2025,5,5,913,2.4
785,381,2016,9,4,913,1.9
786,460,2025,7,4,841,3.5
787,7,2010,8,1,481,4.7
788,29,2015,11,5,1238,1.7
789,907,2018,9,1,737,4.2
790,33,2011,7,1,1297,2.9
791,646,2023,5,3,937,4.2
792,879,2012,5,1,673,3.0
793,79,2019,10,2,673,2.5
794,928,2014,11,4,920,3.8
795,947,2018,6,1,920,4.6
796,459,2013,5,2,975,2.3
797,570,2010,12,5,877,2.8
798,983,2013,11,4,673,1.9
799,538,2015,9,5,1278,1.7
800,482,2014,3,2,369,4.1
801,430,2023,3,5,877,1.8
802,738,2022,7,5,877,4.2
803,285,2010,7,5,737,2.7
