UserId,ContinentId,RegionId,CountryId,CityId
171,1,1,2,3
172,1,4,22,160
173,2,8,51,1893
174,4,16,118,5684
175,4,15,109,4600
176,2,8,49,584
177,3,14,105,3511
178,1,2,8,30
179,5,17,132,6158
180,1,2,8,29
181,1,3,13,45
182,3,11,70,2326
183,1,2,7,24
184,2,9,58,2247
185,2,9,58,2245
186,4,15,109,4476
187,5,21,163,7950
188,1,5,26,217
189,1,1,2,3
190,3,13,96,2951
191,2,7,45,290
192,5,19,144,6624
193,4,15,109,4367
194,2,9,54,2217
195,4,16,112,5472
196,3,13,90,2641
197,3,13,92,2661
198,1,2,4,6
199,5,20,151,6847
200,4,16,115,5566
201,2,9,56,2236
202,3,12,77,2510
203,1,1,3,4
204,1,3,14,50
205,4,15,109,4185
206,3,11,69,2305
207,5,18,137,6330
208,3,13,91,2649
209,4,16,114,5479
210,4,15,109,5271
211,3,11,71,2341
212,4,15,109,4858
213,3,13,96,2946
214,2,6,38,244
215,3,10,68,2265
216,3,14,99,2990
217,4,16,118,5684
218,4,16,111,5471
219,1,3,13,47
220,1,4,17,82
221,2,8,51,2087
222,1,2,10,37
223,3,14,108,3661
224,4,16,117,5683
225,1,5,25,215
226,1,2,5,9
227,2,9,55,2225
228,2,9,57,2238
229,3,13,95,2937
230,4,16,113,5477
231,2,8,50,602
232,1,5,28,224
233,4,15,109,3854
234,4,15,109,4679
235,1,5,24,214
236,2,9,59,2249
237,1,1,2,3
238,4,16,113,5477
239,5,21,160,7601
240,5,21,162,7808
241,3,13,95,2938
242,1,4,19,85
243,1,3,14,51
244,3,11,71,2343
245,3,14,100,3000
246,3,11,74,2468
247,4,16,119,5686
248,1,1,1,2
249,4,15,109,4046
250,3,12,75,2478
251,1,2,8,27
252,4,15,109,5107
253,4,15,109,3889
254,3,10,67,2264
255,1,4,20,89
256,3,12,80,2533
257,1,3,16,75
258,5,17,127,6062
259,2,6,38,243
260,2,7,43,279
261,2,8,48,428
262,3,10,67,2264
263,5,21,162,7747
264,1,5,26,217
265,4,16,114,5479
266,1,3,13,44
267,4,15,109,4220
268,1,1,1,1
269,5,18,140,6403
270,4,15,109,4515
271,3,13,97,2961
272,1,1,1,2
273,1,3,16,75
274,4,15,109,5292
275,3,14,108,3678
276,3,11,72,2422
277,5,21,159,7499
278,3,11,71,2346
279,3,10,63,2254
280,3,12,84,2557
281,2,6,36,240
282,5,19,144,6596
283,1,5,27,221
284,4,16,111,5471
285,1,1,2,3
286,5,21,160,7572
287,4,15,109,5059
288,5,21,162,7642
289,3,12,76,2484
290,4,16,118,5684
291,3,12,80,2536
292,1,4,17,82
293,1,3,16,77
294,4,16,111,5468
295,4,16,116,5682
296,5,20,150,6787
297,5,20,154,6974
298,3,13,91,2653
299,4,16,115,5509
300,1,4,21,90
301,5,21,161,7631
302,5,17,124,5802
303,1,3,16,80
304,5,20,146,6723
305,3,12,79,2526
306,4,16,117,5683
307,1,1,3,4
308,4,15,109,4807
309,5,17,129,6081
310,5,17,124,5795
311,1,4,17,82
312,3,13,94,2933
313,2,8,51,1627
314,1,4,18,84
315,2,7,45,290
316,2,7,42,259
317,3,13,95,2942
318,2,8,48,445
319,2,8,51,943
320,3,13,97,2963
321,2,8,51,1571
322,2,8,49,584
323,2,9,55,2224
324,1,1,2,3
325,1,4,20,87
326,1,4,17,82
327,3,14,107,3601
328,5,17,134,6196
329,2,6,37,242
330,2,6,40,252
331,3,13,92,2660
332,2,9,56,2235
333,1,5,28,224
334,5,17,134,6192
335,4,16,115,5640
336,2,9,60,2250
337,1,5,23,213
338,4,16,113,5476
339,5,20,147,6731
340,4,15,109,4019
341,1,3,13,44
342,4,16,110,5463
343,3,12,86,2565
344,4,15,109,4766
345,2,9,61,2252
346,2,7,43,263
347,3,14,104,3428
348,1,4,21,90
349,2,7,45,291
350,5,20,150,6787
351,2,6,41,256
352,2,8,49,584
353,1,4,19,85
354,4,16,114,5479
355,2,8,49,584
356,3,13,91,2650
357,4,16,119,5686
358,5,21,160,7615
359,1,3,13,47
360,5,19,141,6486
361,4,15,109,5384
362,4,16,113,5477
363,4,15,109,4950
364,5,19,142,6548
365,4,15,109,4311
366,5,20,146,6724
367,4,15,109,4283
368,3,12,88,2595
369,4,15,109,5289
370,5,21,160,7604
371,2,8,49,584
372,4,16,114,5479
373,2,6,36,238
374,3,11,70,2326
375,1,5,25,215
376,3,13,90,2642
377,4,15,109,4433
378,2,8,51,1946
379,2,8,48,420
380,5,20,146,6724
381,2,7,47,296
382,5,20,157,7113
383,1,4,17,82
384,4,15,109,4302
385,5,20,147,6726
386,1,2,12,43
387,2,9,59,2249
388,2,9,61,2252
389,1,4,22,105
390,2,9,61,2252
391,1,3,13,46
392,5,18,139,6388
393,5,18,138,6335
394,1,3,15,66
395,5,20,150,6757
396,5,17,134,6196
397,5,17,131,6136
398,3,14,98,2981
399,4,16,113,5476
400,2,7,42,258
401,3,14,101,3122
402,5,19,142,6546
403,1,1,2,3
404,5,18,140,6406
405,4,15,109,5032
406,5,17,123,5751
407,1,3,14,58
408,4,15,109,4222
409,5,17,123,5777
410,4,15,109,4654
411,2,9,57,2242
412,2,6,36,240
413,5,18,140,6402
414,4,16,117,5683
415,1,1,2,3
416,5,20,156,7033
417,2,9,59,2249
418,2,6,34,234
419,5,18,136,6328
420,4,16,119,5686
421,2,9,61,2252
422,4,16,118,5684
423,2,6,41,255
424,2,7,45,291
425,3,11,72,2422
426,2,9,58,2248
427,1,1,2,3
428,5,19,143,6554
429,5,18,139,6364
430,4,15,109,3869
431,2,9,53,2163
432,1,3,14,65
433,4,15,109,5051
434,3,10,66,2263
435,4,16,110,5463
436,4,16,115,5506
437,2,7,43,282
438,3,13,93,2717
439,4,16,118,5684
440,1,1,2,3
441,1,4,21,92
442,5,21,163,9050
443,3,10,67,2264
444,3,10,64,2257
445,5,19,143,6554
446,4,15,109,5460
447,3,11,73,2444
448,1,4,17,82
449,1,1,1,1
450,2,9,58,2248
451,3,12,80,2535
452,4,16,115,5678
453,5,21,162,7675
454,5,17,123,5761
455,4,15,109,4236
456,2,9,58,2248
457,5,21,161,7631
458,3,12,81,2541
459,2,6,34,233
460,3,10,65,2261
461,1,5,28,224
462,2,6,32,230
463,5,21,158,7193
464,2,7,44,286
465,2,7,44,287
466,2,8,48,304
467,2,9,58,2246
468,3,11,72,2422
469,1,5,27,220
470,4,15,109,5443
471,2,6,35,235
472,5,20,147,6728
473,2,9,61,2252
474,5,20,150,6752
475,3,13,90,2642
476,5,18,140,6409
477,4,16,111,5470
478,1,1,1,2
479,5,21,161,7630
480,5,20,150,6792
481,1,3,14,58
482,4,15,109,4724
483,2,6,37,241
484,5,19,143,6560
485,1,2,7,24
486,3,11,71,2353
487,1,2,6,23
488,3,10,64,2260
489,4,16,117,5683
490,2,8,50,594
491,1,4,17,82
492,5,20,156,7034
493,4,16,119,5685
494,1,3,13,46
495,5,20,153,6972
496,1,1,2,3
497,3,10,68,2265
498,1,5,27,222
499,1,4,20,86
500,1,4,21,92
501,4,15,109,4918
502,1,4,21,90
503,5,17,128,6066
504,3,12,77,2511
505,3,11,69,2281
506,1,4,20,87
507,4,16,115,5552
508,4,16,116,5681
509,5,21,158,7277
510,1,1,2,3
511,3,14,108,3665
512,4,16,114,5478
513,1,3,13,45
514,4,16,114,5479
515,4,15,109,4313
516,3,14,104,3429
517,2,7,47,300
518,5,17,131,6150
519,5,21,160,7572
520,3,12,84,2552
521,4,15,109,5248
522,1,4,18,83
523,4,15,109,3837
524,3,12,78,2513
525,5,19,145,6654
526,4,16,112,5473
527,5,18,140,6404
528,1,4,17,82
529,5,19,142,6536
530,5,21,160,7619
531,2,9,55,2226
532,2,7,44,288
533,2,7,44,289
534,5,20,153,6973
535,3,13,96,2945
536,5,18,140,6404
537,3,12,76,2494
538,3,12,78,2513
539,2,8,48,383
540,4,16,117,5683
541,1,4,17,82
542,2,9,57,2238
543,2,9,52,2154
544,4,16,113,5477
545,1,1,2,3
546,5,17,126,6040
547,5,19,142,6516
548,2,6,33,231
549,1,2,11,41
550,2,6,30,226
551,3,12,81,2538
552,2,9,53,2162
553,2,7,44,285
554,5,17,124,5800
555,5,21,161,7630
556,5,17,134,6197
557,3,14,106,3532
558,5,21,162,7755
559,1,2,8,30
560,4,15,109,4171
561,1,5,26,216
562,1,1,3,5
563,5,17,129,6075
564,4,16,117,5683
565,4,16,115,5544
566,4,15,109,5293
567,3,10,65,2261
568,5,17,133,6181
569,4,16,112,5472
570,3,12,85,2559
571,2,9,59,2249
572,2,7,42,260
573,3,10,65,2261
574,3,10,64,2255
575,5,19,143,6557
576,5,20,154,6975
577,2,8,48,398
578,4,16,115,5679
579,2,6,39,249
580,4,16,111,5469
581,4,16,116,5682
582,5,20,152,6959
583,1,2,11,41
584,1,3,15,67
585,3,13,91,2656
586,5,21,159,7473
587,4,16,115,5506
588,1,1,2,3
589,4,16,117,5683
590,1,2,11,40
591,1,4,17,82
592,1,5,26,217
593,5,17,122,5748
594,2,9,57,2242
595,4,15,109,3971
596,5,21,163,8807
597,5,17,123,5755
598,5,18,138,6343
599,5,20,155,6978
600,5,21,159,7507
601,3,13,95,2938
602,4,16,111,5471
603,5,18,140,6407
604,4,16,115,5646
605,3,12,82,2543
606,3,10,68,2265
607,4,16,118,5684
608,1,5,23,213
609,2,8,51,1078
610,1,5,25,215
611,1,2,5,8
612,1,1,2,3
613,5,20,147,6731
614,3,12,86,2562
615,1,5,27,220
616,3,12,80,2534
617,4,16,118,5684
618,2,6,32,230
619,4,15,109,3732
620,4,16,118,5684
621,5,20,154,6974
622,2,6,30,227
623,4,16,117,5683
624,4,16,119,5685
625,2,7,44,285
626,2,9,59,2249
627,4,15,109,5251
628,2,7,45,290
629,4,15,109,4301
630,4,15,109,4339
631,5,18,138,6348
632,1,3,13,46
633,4,15,109,3935
634,3,12,77,2511
635,1,2,6,15
636,1,5,28,224
637,1,5,23,213
638,5,17,121,5725
639,4,16,113,5477
640,5,21,163,7972
641,4,16,118,5684
642,5,19,144,6593
643,5,20,150,6774
644,3,10,68,2265
645,5,18,139,6386
646,2,9,59,2249
647,3,12,79,2527
648,5,19,143,6555
649,1,2,9,35
650,2,6,34,232
651,2,9,53,2162
652,2,9,55,2220
653,3,10,63,2254
654,5,20,155,7002
655,5,18,137,6331
656,1,5,28,224
657,1,2,6,20
658,2,9,59,2249
659,1,4,17,82
660,3,13,97,2959
661,5,18,140,6407
662,2,6,29,225
663,1,4,21,92
664,3,13,94,2933
665,3,10,63,2254
666,1,2,8,29
667,5,20,151,6804
668,1,4,17,82
669,2,8,50,589
670,1,4,21,91
671,3,14,102,3302
672,1,5,23,213
673,5,17,127,6061
674,4,16,118,5684
675,1,2,7,26
676,5,21,161,7630
677,5,17,121,5697
678,3,12,164,9142
679,5,18,140,6410
680,5,18,138,6351
681,5,19,142,6533
682,5,21,163,8522
683,2,8,51,2090
684,2,8,51,673
685,3,12,85,2558
686,1,4,21,91
687,5,17,130,6113
688,1,3,14,49
689,1,5,26,216
690,3,14,108,3676
691,5,21,161,7630
692,5,18,136,6328
693,4,15,109,4582
694,1,3,16,76
695,1,4,22,119
696,2,9,60,2251
697,4,15,109,4741
698,2,7,46,294
699,2,9,60,2251
700,2,8,49,584
701,3,14,103,3373
702,3,12,83,2549
703,2,7,43,269
704,4,16,113,5477
705,1,3,14,63
706,4,16,117,5683
707,5,21,163,8470
708,3,12,78,2516
709,1,4,19,85
710,1,3,13,46
711,5,17,126,6051
712,5,19,144,6589
713,2,7,46,294
714,3,14,102,3299
715,3,10,67,2264
716,4,15,109,5050
717,2,7,47,297
718,2,6,30,227
719,2,8,51,844
720,2,7,42,258
721,3,13,97,2967
722,3,11,71,2369
723,2,8,48,346
724,4,15,109,4037
725,1,4,18,83
726,1,4,20,87
727,4,16,110,5461
728,2,8,48,472
729,3,12,89,2637
730,1,5,27,221
731,5,18,140,6409
732,5,19,142,6515
733,4,16,112,5475
734,2,8,49,584
735,1,3,15,69
736,2,7,46,295
737,1,4,21,91
738,4,15,109,5049
739,4,15,109,3966
740,5,20,151,6856
741,2,6,33,231
742,5,18,139,6377
743,2,8,50,622
744,5,21,158,7258
745,3,12,82,2543
746,3,10,66,2263
747,3,11,72,2422
748,3,10,68,2265
749,1,3,14,55
750,3,11,72,2422
751,4,16,119,5686
752,4,16,118,5684
753,1,5,28,223
754,3,11,74,2472
755,3,10,67,2264
756,3,14,103,3313
757,5,21,158,7207
758,2,7,46,293
759,5,18,138,6359
760,2,9,53,2163
761,3,11,74,2471
762,3,13,91,2659
763,5,20,146,6725
764,5,18,140,6408
765,2,9,61,2252
766,4,16,114,5478
767,2,9,56,2230
768,5,18,140,6403
769,5,17,127,6061
770,1,1,3,4
771,5,17,135,6265
772,1,1,2,3
773,4,15,109,5247
774,2,9,57,2241
775,2,9,58,2248
776,1,1,3,4
777,2,8,48,392
778,5,21,161,7630
779,3,11,69,2314
780,1,1,2,3
781,2,9,60,2251
782,1,2,7,25
783,1,3,14,56
784,3,11,74,2456
785,5,17,133,6176
786,1,5,23,213
787,2,7,42,257
788,4,15,109,4903
789,1,1,1,1
790,1,4,20,87
791,3,14,101,3031
792,5,18,140,6406
793,4,15,109,4861
794,2,8,49,584
795,4,15,109,4525
796,2,8,50,588
797,5,21,162,7721
798,2,9,60,2251
799,3,10,65,2261
800,3,14,103,3393
801,3,13,96,2945
802,3,12,87,2572
803,4,16,113,5476
804,5,19,142,6537
805,2,6,37,242
806,2,9,60,2250
807,3,13,93,2792
808,3,11,71,2410
809,1,1,2,3
810,5,17,129,6078
811,4,15,109,4451
812,2,6,30,226
813,1,5,28,223
814,1,4,18,84
815,2,8,48,409
816,4,15,109,5208
817,1,4,18,83
818,1,4,18,84
819,5,19,144,6621
820,4,16,114,5479
821,1,3,16,78
822,4,15,109,5238
823,2,8,49,584
824,3,12,88,2591
825,1,5,24,214
826,5,17,125,5947
827,2,9,56,2232
828,4,15,109,4150
829,2,9,61,2252
830,1,4,21,92
831,4,16,114,5479
832,3,13,97,2957
833,2,8,49,584
834,1,5,26,216
835,5,21,163,8030
836,4,15,109,5354
837,2,6,41,255
838,2,9,54,2217
839,3,11,69,2311
840,3,11,69,2279
841,5,21,161,7631
842,5,17,130,6122
843,1,4,22,155
844,1,1,1,2
845,5,17,121,5722
846,5,19,145,6674
847,4,15,109,5330
848,3,11,69,2272
849,1,5,24,214
850,3,11,73,2439
851,3,12,86,2564
852,5,20,147,6728
853,4,16,117,5683
854,2,7,44,285
855,4,15,109,4509
856,4,16,116,5682
857,3,13,90,2641
858,4,15,109,4702
859,1,4,22,193
860,3,12,78,2513
861,1,2,7,26
862,2,9,56,2230
863,3,10,68,2265
864,2,6,31,229
865,3,10,64,2259
866,5,18,139,6364
867,4,16,112,5473
868,5,21,161,7631
869,2,9,54,2214
870,4,15,109,3788
871,3,10,66,2262
872,4,15,109,4918
873,1,5,27,221
874,4,16,110,5466
875,1,3,16,78
876,4,15,109,4811
877,1,4,20,87
878,2,9,53,2163
879,5,19,142,6512
880,3,10,65,2261
881,4,16,112,5475
882,5,19,143,6550
883,3,10,63,2254
884,3,13,95,2942
885,1,3,13,45
886,2,6,31,229
887,2,9,60,2251
888,5,17,121,5694
889,2,8,48,467
890,4,16,110,5463
891,2,9,58,2245
892,5,21,159,7480
893,2,7,47,299
894,4,15,109,4229
895,1,3,15,73
896,5,18,136,6328
897,1,4,19,85
898,1,3,16,81
899,1,1,2,3
900,3,11,74,2473
901,3,13,93,2896
902,1,1,1,2
903,5,17,127,6061
904,4,16,115,5592
905,4,16,116,5682
906,2,7,44,287
907,5,21,163,8321
908,3,13,95,2937
909,1,4,19,85
910,2,9,61,2252
911,4,16,116,5681
912,3,13,95,2936
913,3,14,101,3282
914,1,2,12,43
915,4,16,113,5477
916,5,19,141,6466
917,3,13,92,2661
918,1,2,8,28
919,5,20,152,6951
920,4,16,119,5686
921,3,14,104,3430
922,5,21,158,7284
923,5,21,162,7675
924,5,17,133,6170
925,3,12,80,2533
926,3,14,108,3674
927,2,9,57,2244
928,4,16,111,5467
929,1,1,2,3
930,5,21,163,8972
931,2,7,45,291
932,1,4,20,87
933,2,8,48,548
934,3,10,65,2261
935,5,17,122,5750
936,1,2,9,33
937,1,3,16,81
938,1,2,12,43
939,1,3,16,75
940,1,4,22,182
941,2,9,57,2238
942,5,19,141,6504
943,3,10,63,2254
944,3,10,68,2265
945,3,11,73,2428
946,3,14,100,3001
947,2,9,59,2249
948,4,16,112,5473
949,5,20,152,6949
950,1,5,24,214
951,4,16,116,5680
952,3,11,70,2325
953,4,15,109,5316
954,5,21,159,7427
955,1,3,14,62
956,1,1,2,3
957,5,21,163,8551
958,5,21,161,7631
959,3,14,99,2995
960,1,3,16,79
961,4,15,109,4937
962,2,6,39,248
963,2,8,48,423
964,5,19,141,6437
965,3,12,79,2529
966,2,9,61,2252
967,1,5,26,217
968,5,18,139,6400
969,4,15,109,4681
970,5,19,142,6519
971,4,16,117,5683
972,5,19,141,6476
973,5,18,137,6331
974,5,21,162,7885
975,4,16,117,5683
976,4,16,117,5683
977,5,17,130,6084
978,2,7,44,285
979,3,12,82,2547
980,3,12,80,2536
981,3,14,105,3501
982,4,15,109,4227
983,4,16,118,5684
984,2,9,60,2250
985,3,13,91,2650
986,3,12,76,2493
987,5,19,143,6550
988,4,16,111,5468
989,3,11,74,2471
990,2,8,51,978
991,2,7,43,267
992,3,10,67,2264
993,4,16,119,5685
994,2,8,50,603
995,5,21,160,7625
996,2,6,31,229
997,1,1,2,3
998,1,2,7,24
999,4,16,113,5477
1000,3,13,92,2661
